views,painting,size,medium,title,artistCountry,creator,pubDate,artist_NoOfArts,artist_followers,materials,favoriteCount,subject,price,
52,Oil and Acrylic,320,Oil Acrylic, Copper Painting by William Wright,United States,William Wright,1.48314E+12,330,43,Canvas,0,Portrait,510,6.234410726
178,Oil,3256.41,Oil, Paradise apple Painting by Glib Franko,Ukraine,Glib Franko,1.42007E+12,80,191,Canvas,7,Landscape,2710,7.904703914
159,Acrylic,576,Acrylic, La Chapelle Painting by Alan Taylor,,Alan Taylor,1.42007E+12,9,7,Canvas,7,Landscape,740,6.606650186
99,Acrylic,309.29,Acrylic, cancer woman Painting by Talidari Art,,Talidari Art,1.42007E+12,15,0,Canvas,0,Fantasy,660,6.492239835
85,Acrylic and canvas,154,Acrylic canvas, Fallen In Love Painting by Fabienne Dougé,United States,Fabienne Dougé,1.45161E+12,24,1,Canvas,0,Fashion,200,5.298317367
126,Oil,1003.2,Oil Acrylic Household, My Friend Painting by Uku Chan,Hong Kong,Uku Chan,1.45161E+12,14,38,Wood,4,Abstract,690,6.536691598
12,Oil,432,Oil, At rest Painting by Dermot Brennan,Ireland,Dermot Brennan,1.48323E+12,20,0,Canvas,0,Boat,830,6.721425701
207,Acrylic,2478,Acrylic, I do sin but Im not the devil. Painting by Carlos Rancano,United States,Carlos Rancano,1.42007E+12,58,6,Canvas,0,Religious,1340,7.200424893
155,Acrylic,1008,Acrylic Household Ink Watercolor, Purple Haze Painting by Nicolene Grigg,United Kingdom,Nicolene Grigg,1.42669E+12,10,10,Canvas,2,Fantasy,1690,7.432483808
94,Digital,600,Digital, KOSMOS Painting by Francesca Sigilli,Italy,Francesca Sigilli,1.44772E+12,8,1,Aluminium,0,Outer Space,480,6.173786104
60,Oil,676,Oil, The Fish Bowl Painting by Renee DiNapoli,United States,Renee DiNapoli,1.41022E+12,9,0,Canvas,0,Fish,1090,6.993932975
100,Oil,816,Oil, Hands 2015 Painting by Erik Weigand,United States,Erik Weigand,1.42966E+12,18,6,Canvas,1,Body,440,6.086774727
78,Oil,100,Oil, Pink peonies in crystal vase small oil painting Painting by Cate Ramey,United States,Cate Ramey,1.42007E+12,45,7,Canvas,0,Floral,240,5.480638923
15,Oil,1195.08,Oil, My Dream of Flying to Wake Island Painting by James Moore,United Kingdom,James Moore,1.45161E+12,50,46,Canvas,0,Landscape,4010,8.29654652
115,Acrylic,828,Acrylic, NAC Painting by kevin santos,United States,kevin santos,1.44366E+12,24,2,Canvas,1,Calligraphy,445,6.098074282
13,Watercolor and Pencil,180.12,Watercolor Pencil, The one who talks to the deads Painting by Lonan Lallanilla,France,Lonan Lallanilla,1.48323E+12,5,0,Paper,0,Fantasy,495,6.204557763
188,Oil,162.84,Oil, Autumn in forest Painting by Diana Encea,,Diana Encea,1.37955E+12,17,0,Canvas,2,Seasons,230,5.438079309
10,Charcoal,15000,Charcoal Paper Fiber Ink Airbrush, Water girls Painting by Lisa Steele,United States,Lisa Steele,1.23077E+12,4,0,Wood Other Soft (Yarn Cotton Fabric) Paper,0,Beach,710,6.56526497
23,Oil,529,Oil, sunrise Painting by Xiaodong Sun,China,Xiaodong Sun,1.42007E+12,8,1,Canvas,0,Light,880,6.779921907
30,Oil,720,Oil, Across the Thames Painting by Ouida Touchon,United States,Ouida Touchon,1.45161E+12,25,0,Wood Other,0,Body,3750,8.229511119
83,pastel,1080.75,pastel on panel, A Mother Allegory Painting by Kudret Erkent,Turkey,Kudret Erkent,1.41324E+12,4,0,Wood,0,Women,7700,8.948975608
310,Watercolor,93.22,Watercolor, Street in America Painting by Bogdan Shiptenko,Ukraine,Bogdan Shiptenko,1.42007E+12,39,10,Paper,5,Landscape,290,5.669880923
236,Oil,2170.94,Oil, Green on Blue 3 Painting by Antonio Wehrli,China,Antonio Wehrli,1.32538E+12,66,17,Canvas Wood,1,Abstract,9600,9.169518377
17,Oil,62.41,Oil, snailos 17 Painting by Ferkel Cristi,Romania,Ferkel Cristi,1.32538E+12,21,0,Canvas,0,Animal,560,6.327936784
164,Acrylic,139.24,Acrylic, Pomegranates Painting by Karina Rungenfelde,Latvia,Karina Rungenfelde,1.45014E+12,29,284,Canvas,2,Still Life,395,5.978885765
11,Watercolor,448,Watercolor, Lowertown Pembrokeshire Painting by alice tennant,United Kingdom,alice tennant,1.45161E+12,3,0,Paper,0,Seascape,660,6.492239835
165,Watercolor,97.94,Watercolor, Orange Study #2 Painting by Tom Williams,United Kingdom,Tom Williams,1.42707E+12,19,24,Paper,2,Religion,410,6.01615716
9,Oil and Acrylic,80,Oil Acrylic, Bad Romance Painting by Marcela Montalvan,United States,Marcela Montalvan,1.45161E+12,1,0,Canvas,0,Pop Culture/Celebrity,980,6.887552572
180,Ink,835.44,Ink Oil Tar Tar , Three Wise Women Painting by Christine Robakidze,Georgia,Christine Robakidze,1.39648E+12,6,0,Paper,0,People,7350,8.902455592
1753,Acrylic and Tempera,350,Acrylic Tempera, Untitled Painting by Sean Michael Weber,United States,Sean Michael Weber,1.41696E+12,167,92,Paper Wood,0,Mortality,560,6.327936784
27,Oil,3492.81,Oil, The best is yet to come Painting by Isabelle Bossuyt,Belgium,Isabelle Bossuyt,1.45679E+12,9,1,Canvas,0,Women,4610,8.435983136
18,Acrylic and Ink,620,Acrylic Ink, Blessing Garden1703 Painting by Sook-hee Lee,South Korea,Sook-hee Lee,1.48323E+12,31,1,Canvas,0,Garden,1640,7.402451521
79,Acrylic and Oil,556.96,Acrylic Oil, Friday night Painting by Gabriel Panev,Bulgaria,Gabriel Panev,1.43433E+12,14,2,Canvas,1,Abstract,1140,7.038783541
134,Oil,80,Oil, autumn trees Painting by Valery Berestov,Russia,Valery Berestov,1.45161E+12,2,0,Cardboard,0,Landscape,660,6.492239835
49,Oil,320,Oil, Helen Painting by Aaron Guthrie,United States,Aaron Guthrie,1.48314E+12,10,7,Canvas,0,Classical mythology,335,5.814130532
20,Oil,309.29,Oil, Three Painting by Bohdan Karotka,Ukraine,Bohdan Karotka,1.48323E+12,28,24,Canvas,4,Still Life,290,5.669880923
452,Oil,743.4,Oil, High Painting by ΑγγελικΗ Ageliki,Greece,ΑγγελικΗ Ageliki,1.38853E+12,35,8,Canvas,3,Nature,1240,7.122866659
27,Acrylic,600,Acrylic, Breaching the Barrier Painting by John Deaton,United States,John Deaton,7.25846E+11,7,0,Canvas,0,Classical mythology,4410,8.391629968
70,Watercolor,663.48,Watercolor, Whisper in the Night Painting by Sang Hyun Chung,United States,Sang Hyun Chung,1.2623E+12,17,1,Paper,1,Animal,2090,7.644919345
1513,Acrylic,432,Acrylic, Lolita ! ( 2 ) Painting by Badri Valian,United States,Badri Valian,1.42655E+12,202,293,Paper,7,Body,260,5.560681631
141,Acrylic,450,Acrylic, Ocean Dwellers Painting by Mr Clever,United States,Mr Clever,1.45161E+12,52,1,Canvas,0,Abstract,260,5.560681631
58,Airbrush,2304,Airbrush Acrylic Spray Paint Gesso, Grand Hotel Painting by Sid Daniels,United States,Sid Daniels,1.45161E+12,27,13,Canvas Wood,0,Abstract,6550,8.787220329
97,Oil and Paint,392.04,Oil Paint, Points Of Return Painting by Mark Lewis,United Kingdom,Mark Lewis,1.357E+12,32,4,Canvas,0,Abstract,960,6.866933284
20,Acrylic,400,Acrylic, Regal Painting by Melody Anchietta,United States,Melody Anchietta,1.42007E+12,8,0,Canvas,0,Animal,830,6.721425701
28,Acrylic,442,Acrylic, A Villa Moonlight Painting by Jaya Bhatia,India,Jaya Bhatia,1.45282E+12,6,0,Canvas,0,Landscape,180,5.192956851
21,Watercolor,520,Watercolor, Watercolor on YUPO synthetic paper of UNESCO World Heritage city of Bern- Switzerland Painting by Ryan Fox,United States,Ryan Fox,1.42007E+12,51,1,Plastic,0,Architecture,3450,8.14612951
178,Enamel,4320,Enamel Oil Paint, Loneroc Autoportrait Painting by Laurent Proneur LONEROC,United States,Laurent Proneur LONEROC,1.44642E+12,110,41,Canvas Wood,2,Portrait,17900,9.792555992
242,Oil,2304,Oil, Be Dont Seek Painting by Christopher Slaymaker,United States,Christopher Slaymaker,1.40175E+12,46,21,Canvas,5,Light,4310,8.368693183
4,Oil,4565.93,Oil, COUPLE_GREY_3 Painting by Katerina Konyukhova,Russia,Katerina Konyukhova,1.45161E+12,8,1,Canvas,0,Abstract,2410,7.787382026
448,Oil and Wax,121,Oil Wax, PopTexture_pink Painting by Pamela Vitale,United States,Pamela Vitale,1.4269E+12,15,0,Canvas,0,Abstract,190,5.247024072
583,Acrylic,1152,Acrylic, The Monster (Hunter and Ant) Painting by Olga Hofmann,United States,Olga Hofmann,1.357E+12,71,10,Canvas,2,Fantasy,6200,8.732304571
99,Acrylic and Oil,569.35,Acrylic Oil, Sunflowers Painting by Inessa Cherniak,Ukraine,Inessa Cherniak,1.42007E+12,29,17,Canvas Wood,5,Floral,1540,7.339537695
64,Acrylic and Sand,1149.21,Acrylic Sand, Mihbonds Story Painting by James De Vere,Australia,James De Vere,1.29384E+12,1,0,Other,0,Mortality,3210,8.074026216
1,Oil and Acrylic,1859.68,Oil Acrylic, The Two Painting by Anna Oleg Kapustiny,Ukraine,Anna Oleg Kapustiny,1.48323E+12,11,0,Canvas,0,Love,260,5.560681631
14,Watercolor,165,Watercolor Paint Paper, Untitled (cow and water) Painting by Bonita Alice,United Kingdom,Bonita Alice,1.45161E+12,14,0,Paper,1,Nature,495,6.204557763
13,Gouache,220,Gouache, Can I Hear A Painting Or See A Piece Of Music Painting by Seema Pandey,India,Seema Pandey,1.38853E+12,21,0,Paper,0,Abstract,560,6.327936784
157,Gouache,189.98,Gouache, Towards bloom Painting by Claudia Grimm,Germany,Claudia Grimm,8.20454E+11,10,0,Paper,0,Abstract,1340,7.200424893
150,Watercolor,193.05,Watercolor, Malificent Painting by Viktoriya Lautsevich,United States,Viktoriya Lautsevich,1.43277E+12,17,0,Paper,2,Fantasy,140,4.941642423
145,Watercolor,159,Watercolor, Beach roses Painting by Steen Malberg,Denmark,Steen Malberg,9.46685E+11,25,1,Paper,2,Beach,690,6.536691598
61,Watercolor,135.24,Watercolor, Confidance 2 Painting by Nafi Khatib,Sweden,Nafi Khatib,1.44919E+12,11,0,Paper,0,Animal,830,6.721425701
34,Oil and Paint,1200,Oil Paint, Clowns in Mounds Painting by Ann Harper,United States,Ann Harper,1.42007E+12,3,0,Canvas,0,Portrait,4610,8.435983136
32,LED,900,LED, A rupture in Roerich garden Painting by Carolline Auclair,Canada,Carolline Auclair,1.43683E+12,4,0,Other,0,Nature,1690,7.432483808
20,Acrylic,99,Acrylic Color Paint, Mother and Dad Painting by Deanie Ramsauer Zeitlin,United States,Deanie Ramsauer Zeitlin,1.32538E+12,11,0,Wood,0,Family,1240,7.122866659
176,Oil,651.36,Oil, Conversation Painting by Natali Sima-Pavlyshyn,Ukraine,Natali Sima-Pavlyshyn,9.66384E+11,24,8,Canvas,5,Culture,2190,7.691656823
55,Oil and Acrylic,2944,Oil Acrylic, Hell Encircled Painting by jill slaymaker,United States,jill slaymaker,1.44357E+12,36,5,Wood,0,Landscape,8700,9.071078305
79,Oil,1008.64,Oil, Banksy Painting by Andro Khani,Georgia,Andro Khani,1.45161E+12,26,1,Canvas,2,Cities,2190,7.691656823
636,Acrylic,720,Acrylic, Liberty Painting by Scott Andrews,United States,Scott Andrews,1.38853E+12,43,26,Canvas,8,Abstract,650,6.476972363
138,Oil,977.04,Oil, Zen Painting by Natalie Johns,Chile,Natalie Johns,1.43061E+12,16,7,Canvas,0,Still Life,2750,7.919356191
148,Acrylic,320,Acrylic, Space Painting by Tamyra Crossley,United States,Tamyra Crossley,1.42007E+12,24,3,Canvas,4,Outer Space,289,5.666426688
218,Clay,320,Clay Acrylic Liquid Metals, Purple Heart Wall Sculpture Relief (Image 3 of 5) Painting by Dr Franky Dolan,United States,Dr Franky Dolan,1.36737E+12,34,5,Canvas,2,Portrait,7350,8.902455592
314,Oil and linen,3168,Oil linen, Slave To Fashon Painting by George Goodridge,United States,George Goodridge,7.83821E+11,84,64,Canvas,0,Pop Culture/Celebrity,11000,9.305650552
662,Watercolor and Gouache,110,Watercolor Gouache, Tangram Bike Painting by annemarie baldauf,United States,annemarie baldauf,1.41394E+12,23,2,Paper,0,Family,1620,7.390181428
18,Oil,77.42,Oil, Leaves 4 Painting by Amaya Fariza,Spain,Amaya Fariza,1.48323E+12,55,10,Paper,0,Nature,170,5.135798437
99,Oil,1670.88,Oil, Snow falling in Amsterdam Painting by Robert Aspeslagh,Netherlands,Robert Aspeslagh,1.29963E+12,6,3,Canvas,2,Landscape,3250,8.086410275
359,Acrylic,776.18,Acrylic, Changewinds Painting by Erica Alheit,Qatar,Erica Alheit,1.39216E+12,10,5,Canvas,1,Abstract,1040,6.946975992
47,Acrylic and Paper,576,Acrylic Paper, Emerald Blue Painting by Robin Jorgensen,United States,Robin Jorgensen,1.48323E+12,16,19,Canvas,2,Abstract,900,6.802394763
107,Oil,185.26,Oil, Nymphaea. Painting by Liubou Soltan,Netherlands,Liubou Soltan,1.48323E+12,21,0,Canvas,1,Botanic,295,5.686975356
83,Oil,227.65,Oil, Tree of life Painting by Iana Shaposhnikova,Ukraine,Iana Shaposhnikova,1.45161E+12,28,12,Wood,1,Tree,880,6.779921907
46,Acrylic and Household,720,Acrylic Household, Hombre corriendo/ Running  Man Painting by Nelson Babilonia,Puerto Rico,Nelson Babilonia,1.42007E+12,17,2,Canvas,0,Sport,1000,6.907755279
306,Oil and Acrylic,1792,Oil Acrylic, Crossing Lines Painting by Amanda Rackowe,France,Amanda Rackowe,1.45161E+12,15,15,Canvas,1,Cities,3040,8.019612794
469,Acrylic,543.72,Acrylic, BLUE Painting by grigorios paidis,Greece,grigorios paidis,1.45161E+12,18,44,Carbon Fibre,5,Portrait,300,5.703782475
374,Oil,1705.69,Oil, TOUCH II - framed Painting by Linda Schot,Netherlands,Linda Schot,1.3964E+12,13,1,Other,2,Men,5160,8.548691858
676,Oil,185.26,Oil, A sheep without illusions Painting by Lena Hades,Russia,Lena Hades,1.41489E+12,64,13,Canvas,8,Animal,3250,8.086410275
165,Acrylic,1241.1,Acrylic, Cassiopeia Painting by Sylvia C Sosnovska Art,Poland,Sylvia C Sosnovska Art,1.48807E+12,46,2,Canvas,0,Women,4000,8.29404964
518,Acrylic,655.36,Acrylic Gesso Watercolor, The Dark Side of the Moon Painting by Korneel Jeuken,Netherlands,Korneel Jeuken,1.43994E+12,25,25,Canvas,2,Portrait,990,6.897704943
7,Oil,2304,Oil gold leaf varnish, I CHOOSE LOVE Painting by Shari lee Hollis,Canada,Shari lee Hollis,1.32538E+12,3,0,Wood,0,Typography,4610,8.435983136
16,Acrylic,1521,Acrylic Tempera Watercolor Gesso, CÓDIGO FLAMENCO  ARREBATO Painting by Guadalupe Masa,Spain,Guadalupe Masa,1.38853E+12,7,1,Plastic Wood Other,0,Abstract,3750,8.229511119
324,Oil,432,Oil, Lovingly Painting by Grazyna Wolski,Canada,Grazyna Wolski,1.43571E+12,21,7,Canvas,3,Floral,1290,7.162397497
349,Acrylic,713.14,Acrylic, No borders Painting by Tatiana Mandrykina,Ukraine,Tatiana Mandrykina,1.48323E+12,8,1,Cardboard,1,Nature,640,6.461468176
105,Acrylic,1600,Acrylic, Bandicoot Painting by Shawn Mcnulty,United States,Shawn Mcnulty,1.48323E+12,95,624,Canvas Wood,3,Abstract,2350,7.762170607
53,Oil,906.2,Oil, Bajo tierra (Underground) Painting by Antonio Chaurand,Mexico,Antonio Chaurand,1.42007E+12,9,1,Canvas,0,People,2950,7.989560449
84,Acrylic,28.06,Acrylic, St Davids Head Painting by Moira Evans,United Kingdom,Moira Evans,1.38853E+12,3,0,Cardboard,0,Landscape,176.76,5.17479288
160,Oil,208.86,Oil, From cycle Island No 44 Painting by Zane Balode,Latvia,Zane Balode,1.40011E+12,32,48,Canvas,3,Landscape,710,6.56526497
145,Acrylic,1280,Acrylic, Boat Race Painting by Jacqueline M Byrne,United Kingdom,Jacqueline M Byrne,1.41739E+12,63,1,Canvas,2,Boat,2190,7.691656823
17,Acrylic and Paper,370.52,Acrylic Paper, Le monde allant vers... Painting by Armen Saakyan,France,Armen Saakyan,1.45161E+12,2,0,Canvas Paper,0,Still Life,1960,7.580699752
227,Watercolor and Ink,419.4,Watercolor Ink, Untitled 10 Painting by Daniel Johanning,United States,Daniel Johanning,1.38853E+12,39,10,Paper,2,Abstract,300,5.703782475
97,Acrylic,1152,Acrylic, 48x24 Original Acrylic abstract Painting by Thomas John Painting by Thomas John,United States,Thomas John,1.45161E+12,88,26,Canvas,2,Abstract,489.95,6.194303345
38,Oil,320,Oil, Paint It Black Painting by Dee Conroy,United States,Dee Conroy,1.45161E+12,19,4,Canvas,0,Nude,225,5.416100402
20,Oil,464.92,Oil, dancer with flower Painting by Angella Shmidthen,Russia,Angella Shmidthen,1.48323E+12,39,0,Cardboard,0,Culture,600,6.396929655
111,Oil,320,Oil, Diablo Painting by Fernando Bello,United States,Fernando Bello,1.38853E+12,3,0,Canvas Cardboard,1,Classical mythology,380,5.940171253
31,Watercolor,600,Watercolor, childhood breakfast table Painting by kashif innayat,Pakistan,kashif innayat,9.61027E+11,2,0,Paper,0,Still Life,580,6.363028104
106,Oil,237.16,Oil, We dont need to shock others...we shock ourselves. Painting by Paul Harris,Australia,Paul Harris,1.35829E+12,50,17,Wood,0,People,4410,8.391629968
105,Watercolor,26.13,Watercolor, deep in the forest Painting by Liza Pereverzeva,Ukraine,Liza Pereverzeva,1.43165E+12,11,12,Paper,2,Landscape,610,6.413458957
13,Acrylic and Graphite,1728,Acrylic Graphite, Blue Breath of Nature Painting by mee shim,United States,mee shim,1.45161E+12,4,0,Canvas,0,Water,13550,9.514141826
265,Acrylic,1200,Acrylic, Cape Minstrel Teenager Painting by Lize Du Plessis,South Africa,Lize Du Plessis,1.45999E+12,65,7,Canvas,0,Culture,760,6.633318433
235,Oil,576,Oil, Sun Dancers Painting by Loretta Luglio,United States,Loretta Luglio,1.29384E+12,43,0,Canvas,2,Landscape,740,6.606650186
72,Oil,1536,Oil, Prometheus Painting by Erich Chrobot,United States,Erich Chrobot,1.45161E+12,45,11,Aluminium,1,Abstract,3200,8.070906089
159,Oil,504.32,Oil, B and W Painting by Dejan Deki Milivojevic,Serbia,Dejan Deki Milivojevic,1.2623E+12,35,4,Canvas,0,Women,780,6.65929392
2218,Acrylic,720,Acrylic, Am I in love? Yes since I am waiting. Painting by Pj Baeron,Canada,Pj Baeron,1.48254E+12,8,0,Canvas,0,Women,840,6.733401892
430,Acrylic,543.72,Acrylic Gesso Oil Wood Paint, I am smokey! Painting by Suzi Fadel Nassif,United Arab Emirates,Suzi Fadel Nassif,1.42655E+12,28,7,Canvas Wood,4,Pop Culture/Celebrity,2090,7.644919345
229,Oil,4320,Oil, Landscape America Painting by Vaughn Tucker,United States,Vaughn Tucker,1.19915E+12,42,0,Canvas,4,Landscape,8700,9.071078305
116,Oil,186.44,Oil, Apart Painting by Natali Korbut,Russia,Natali Korbut,1.45161E+12,17,0,Canvas,0,Women,760,6.633318433
50,Watercolor,51,Watercolor, Europa Painting by Linda Cares,United States,Linda Cares,1.48323E+12,15,0,Paper,0,Landscape,520,6.253828812
72,Oil,992.25,Oil, Route 2 Painting by Ruslan Pushkash,,Ruslan Pushkash,1.43329E+12,4,0,Canvas,2,Landscape,2140,7.668561108
74,Gesso and Oil,2000,Gesso Oil, dusk Painting by nan wang,United States,nan wang,1.38672E+12,13,1,Wood,3,Landscape,860,6.756932389
14,Tempera,966,Tempera, Ultramarine nude Painting by Brendan Megarity,United Kingdom,Brendan Megarity,1.45161E+12,5,0,Canvas,0,Nude,990,6.897704943
58,Oil,3456,Oil, Pastry Pitch Painting by MARLENE CARROLL COURI,United States,MARLENE CARROLL COURI,1.42007E+12,7,0,Canvas,0,Pop Culture/Celebrity,2360,7.766416898
53,Watercolor,97.11,Watercolor, Lingerie Painting by Snejana Vasilyeva,Russia,Snejana Vasilyeva,1.3945E+12,8,0,Paper,2,Erotic,135,4.905274778
4,Acrylic,400,Acrylic, INSIDE OUT Painting by Marilyn Childs Duncan,United Kingdom,Marilyn Childs Duncan,1.48323E+12,5,0,Canvas,0,Landscape,3410,8.13446757
404,Gesso,1728,Gesso Oil Plaster, The Snow Queen Painting by Elizabeth Stokkebye,United States,Elizabeth Stokkebye,1.31587E+12,18,1,Wood,0,Fantasy,1025,6.932447892
71,Oil,2880,Oil, architectural study Painting by Daniel Wagner,United States,Daniel Wagner,1.07292E+12,12,3,Canvas,2,Architecture,2410,7.787382026
85,Household,388.09,Household, Mr. Kipling # 3 Painting by David Smith,United Kingdom,David Smith,1.14912E+12,6,2,Wood,0,Abstract,890,6.791221463
113,Gesso,324,Gesso Oil Ink Watercolor, Solo Painting by Ali Gallagher,United States,Ali Gallagher,1.28131E+12,8,6,Wood,1,Abstract,780,6.65929392
161,Oil and Enamel,806.4,Oil Enamel, Jungle Boogie Painting by Dirk Kruithof,Australia,Dirk Kruithof,1.41575E+12,106,95,Soft (Yarn Cotton Fabric),2,Nature,840,6.733401892
1238,Oil and Acrylic,2400,Oil Acrylic, Bec & G Painting by Kim Leutwyler,Australia,Kim Leutwyler,1.45161E+12,68,593,Canvas,5,Women,3875,8.262300942
778,Oil,2880,Oil, Work in progress... Painting by Jessica Levaton,,Jessica Levaton,1.4129E+12,11,38,Canvas,14,Portrait,6550,8.787220329
189,Watercolor,289,Watercolor, The Cottage Painting by Eric Yi Lin,United States,Eric Yi Lin,1.42957E+12,5,1,Paper,0,Landscape,729,6.591673732
67,Oil,1603.8,Oil, Bathtub Painting by Liew Mei Toong,Malaysia,Liew Mei Toong,1.45161E+12,4,1,Canvas,0,Water,445,6.098074282
61,Acrylic,336,Acrylic, Glory Painting by Kat Warren,United States,Kat Warren,1.45161E+12,57,10,Canvas,1,Nude,460,6.131226489
348,Oil,320,Oil Paint Fabric Textile Found Objects, Wolfmonster Painting by Jessica Morgan Amos,,Jessica Morgan Amos,1.42007E+12,1,0,Canvas Soft (Yarn Cotton Fabric),2,Portrait,6550,8.787220329
19,Acrylic,270.48,Acrylic, Untitled Painting by Zaza Aspanidze,Georgia,Zaza Aspanidze,1.48323E+12,29,9,Plastic,0,Family,345,5.843544417
170,Oil,185.26,Oil, Angel CXLVII Painting by Zbigniew Gonciarz,Poland,Zbigniew Gonciarz,1.39337E+12,39,12,Canvas,2,Women,1240,7.122866659
126,Oil,768,Oil, Beauty Women Painting by Artistjames hunt,,Artistjames hunt,1.42649E+12,2,1,Canvas,3,Portrait,5410,8.596004372
20,Acrylic,97.11,Acrylic, Secrets Painting by Marcus Davies,,Marcus Davies,1.45161E+12,2,0,Canvas,0,Abstract,390,5.966146739
11,Acrylic,576,Acrylic Ink Canvas Multi Media Plastisol, Red Heat Painting by Starla Cortopassi,United States,Starla Cortopassi,1.48323E+12,4,1,Canvas Wood,0,Abstract,680,6.522092798
32,Acrylic,2561,Acrylic, Muelles de Otaru Painting by Carlos De Villaran,United Kingdom,Carlos De Villaran,1.45161E+12,2,0,Canvas,1,People,4910,8.499029221
135,Acrylic,1253.16,Acrylic, Memories of a Mermaid Painting by Jamielee Cohen,South Africa,Jamielee Cohen,1.45161E+12,13,3,Canvas,0,Portrait,1180,7.073269717
49,Acrylic,256,Acrylic, Look into the sky Painting by YUMEI HAN,United States,YUMEI HAN,9.78307E+11,46,19,Paper,2,Fantasy,620,6.429719478
78,Oil,185.26,Oil, Clara Serena Painting by Michał Chwistek,Poland,Michał Chwistek,1.44098E+12,1,0,Canvas,2,Portrait,395,5.978885765
31,Acrylic,1200,Acrylic, Fire of life Painting by Cecilia Campos,United States,Cecilia Campos,1.38853E+12,15,2,Canvas,0,Still Life,2190,7.691656823
51,Oil,556.96,Oil, Purple Dancere Painting by Richard Seekins,United Kingdom,Richard Seekins,1.45161E+12,16,1,Canvas,0,People,790,6.672032945
963,Gouache and Watercolor,432,Gouache Watercolor, Alone but my thoughts are with you Painting by Brandon Scott,United States,Brandon Scott,1.41506E+12,73,6,Paper,3,Fashion,1750,7.467371067
10,Acrylic,2017.28,Acrylic, INVERTED Painting by Nenad Vorih,Croatia,Nenad Vorih,1.45161E+12,6,0,Canvas,0,Cities,4910,8.499029221
666,Acrylic and Marble dust,2265.5,Acrylic Marble dust, Cicliste Painting by Adrià Pina,Spain,Adrià Pina,1.16761E+12,159,270,Canvas,2,Sports,6550,8.787220329
133,Acrylic,1887,Acrylic Oil Gesso Charcoal, Absence 1/2 Painting by Dorotea Kučenjak,Croatia,Dorotea Kučenjak,1.45161E+12,2,3,Canvas Wood,1,Portrait,1300,7.170119543
68,Oil and Acrylic,864,Oil Acrylic, Hinterland Listening Painting by Kirsten Chambers,Australia,Kirsten Chambers,1.45454E+12,9,5,Canvas,0,Nature,830,6.721425701
185,Oil,380.88,Oil, Andrea Painting by Paolo Borile,Italy,Paolo Borile,1.38853E+12,43,37,Wood,5,Children,1000,6.907755279
65,Ink and Watercolor,432,Ink Watercolor, Purple Sails Painting by Ron Enderland,United States,Ron Enderland,1.45921E+12,41,1,Paper,2,Boat,445,6.098074282
20,Acrylic and Ink,384.09,Acrylic Ink, Raining Painting by Harriet Jameson Pellizzari,South Africa,Harriet Jameson Pellizzari,1.38853E+12,14,1,Plastic,0,Women,380,5.940171253
76,Oil,309.29,Oil, Peonies Painting by Andrei Shkodyn,,Andrei Shkodyn,1.39104E+12,1,0,Canvas,0,Floral,1140,7.038783541
205,Watercolor,96.28,Watercolor, The Dawn Painting by Pracha Yindee,Thailand,Pracha Yindee,1.29384E+12,60,0,Paper,1,Landscape,445,6.098074282
8,Acrylic,744,Acrylic, Tiger Tiger Burning Bright Painting by Melody Travers,United Kingdom,Melody Travers,1.45161E+12,1,0,Canvas,0,Animal,690,6.536691598
100,Oil,864,Oil Charcoal Digital Manipulated Paint, Study for Minotaur Painting by Carolyn Beegan,United States,Carolyn Beegan,1.45161E+12,8,2,Canvas,1,Abstract,4410,8.391629968
225,Oil,1728,Oil, White Caps Laguna Beach Painting by Manfred H Kuhnert,United States,Manfred H Kuhnert,1.10454E+12,15,8,Canvas,1,Seascape,16000,9.680344001
748,Oil,320,Oil, Approaching Storm Painting by Dana DeCecco,United States,Dana DeCecco,1.45359E+12,40,0,Canvas,0,Landscape,360,5.886104031
60,Acrylic and Paint,120,Acrylic Paint, Sasquatch Painting by Maud Besson,Canada,Maud Besson,1.38853E+12,11,8,Canvas,1,Portrait,190,5.247024072
16,Oil,1552.36,Oil, Sky over the mountain range Painting by Sergey Kolodiev,Israel,Sergey Kolodiev,1.45161E+12,19,0,Canvas,0,Landscape,1790,7.489970899
16,Oil,120,Oil, Viriditas choro weed Dance Painting by Bennie Reilly,Ireland,Bennie Reilly,1.357E+12,9,0,Canvas,0,Nature,760,6.633318433
154,Watercolor,330,Watercolor, Still Life Painting by Louise Walker,United Kingdom,Louise Walker,1.39908E+12,10,1,Paper,1,Floral,1690,7.432483808
30,Oil,1200,Oil, In Your Mind Painting by Yuchen wu,United States,Yuchen wu,1.4491E+12,2,0,Canvas,0,Body,5410,8.596004372
531,Acrylic,1985.94,Acrylic, a pleasure Painting by Davide Cocozza,Italy,Davide Cocozza,1.41765E+12,13,16,Paper,2,Women,750,6.620073207
337,Oil,48,Oil, Floral Study of a Peony Painting by Lydia Mincey,United States,Lydia Mincey,1.4434E+12,4,1,Canvas,2,Floral,290,5.669880923
336,Acrylic,1808.94,Acrylic, Untitled Painting by Paola Consonni,Italy,Paola Consonni,1.32538E+12,50,1,Canvas,1,Body,3460,8.149023868
107,Oil,250.16,Oil, Still Life with Apples Painting by Predrag Ilievski,Macedonia,Predrag Ilievski,1.39942E+12,26,12,Canvas,4,Still Life,430,6.063785209
